,Label,year,content_length,aver_word_length
498,1,2022,1218,7
499,1,2022,1813,7.148648649
500,1,2022,1268,7.134615385
501,1,2022,4123,6.334519573
502,1,2022,1387,6.792134831
503,1,2022,1327,7.03030303
504,1,2022,1497,7.114130435
505,1,2022,1865,7.038793103
506,1,2022,3404,6.576837416
507,1,2022,1127,7
508,1,2022,1603,6.142857143
509,1,2022,6839,7.687420584
510,1,2022,1548,7.367567568
511,1,2022,2282,7.541353383
512,1,2022,1327,7.091463415
513,1,2022,2478,6.789308176
514,1,2022,3977,7.527896996
515,1,2022,1081,7.315384615
516,1,2022,1966,7.433476395
517,1,2022,3021,7.189701897
518,1,2022,6954,7.077816492
519,1,2022,4818,6.827642276
520,1,2022,1777,6.85840708
521,1,2022,2624,6.497142857
522,1,2022,694,7.34939759
523,1,2022,750,6.989361702
524,1,2022,1481,7.61627907
525,1,2022,1724,6.226890756
526,1,2022,603,6.947368421
527,1,2022,920,6.608333333
528,1,2022,1453,6.446153846
529,1,2022,618,6.617283951
530,1,2022,733,6.31
531,1,2022,1766,6.478813559
532,1,2022,3663,6.837259101
533,1,2022,2141,6.900369004
534,1,2022,899,6.512605042
535,1,2022,866,6.705357143
536,1,2022,1200,6.816993464
537,1,2022,543,6.131578947
538,1,2022,1758,6.778761062
539,1,2022,3867,7.508810573
540,1,2022,1949,6.882591093
541,1,2022,1395,6.411764706
542,1,2022,1141,6.695945946
543,1,2022,8773,7.050505051
544,1,2022,2229,6.989247312
545,1,2022,836,7.038461538
546,1,2022,2412,6.347560976
547,1,2022,2539,6.393586006
548,1,2022,706,6.521276596
549,1,2022,4772,7.259965338
550,1,2022,2515,6.85
551,1,2022,3895,7.271762208
552,1,2022,5695,6.845517241
553,1,2022,2175,6.912727273
554,1,2022,989,6.651162791
555,1,2022,2310,6.524429967
556,1,2022,3349,7.438287154
557,1,2022,5328,7.447452229
558,1,2022,1516,6.18957346
559,1,2022,15812,6.675898931
560,1,2022,1425,6.733695652
561,1,2022,1862,6.94017094
562,1,2022,3212,6.244897959
563,1,2022,739,7.797619048
564,1,2022,1586,6.497630332
565,1,2022,861,7.259615385
566,1,2022,1575,7.035714286
567,1,2022,664,7.3125
568,1,2022,907,6.630252101
569,1,2022,8358,5.776604387
570,1,2022,1985,7.156378601
571,1,2022,1524,7.455555556
572,1,2022,495,5.957746479
573,1,2022,806,7.151515152
574,1,2022,464,6.153846154
575,1,2022,837,6.75
576,1,2022,1510,6.762886598
577,1,2022,985,7.355932203
578,1,2022,3991,7.254658385
579,1,2022,1626,5.556451613
580,1,2022,573,6.175
581,1,2022,10381,7.006187162
582,1,2022,517,6.701492537
583,1,2022,695,6.554347826
584,1,2022,6548,7.090234858
585,1,2022,4695,7.685185185
586,1,2022,443,6.525423729
587,1,2022,914,6.879310345
588,1,2022,5266,6.732352941
589,1,2022,547,7.044117647
590,1,2022,2449,7.578947368
591,1,2022,598,6.779220779
592,1,2022,3096,7.134210526
593,1,2022,6119,6.923476005
594,1,2022,600,6.705128205
595,1,2022,894,6.45
596,1,2022,546,7.164179104
597,1,2022,3688,6.25
598,1,2022,2817,7.444444444
599,1,2022,1145,7.070422535
600,1,2022,3355,6.663615561
601,1,2022,5330,7.129770992
602,1,2022,1923,6.917355372
603,1,2022,5979,6.342786683
604,1,2022,622,6.691358025
605,1,2022,720,7.170454545
606,1,2022,510,6.567164179
607,1,2022,2772,6.409090909
608,1,2022,2129,7.284046693
609,1,2022,2354,7.256140351
610,1,2022,1382,6.994219653
611,1,2022,901,7.429906542
612,1,2022,2059,7.094488189
613,1,2022,1023,7.317073171
614,1,2022,721,7.136363636
615,1,2022,661,6.880952381
616,1,2022,4742,6.814569536
617,1,2022,2208,6.477966102
618,1,2022,7826,7.202518363
619,1,2022,3993,7.042424242
620,1,2022,1801,7.022321429
621,1,2022,1321,6.258241758
622,1,2022,2481,6.834920635
623,1,2022,1193,6.212121212
624,1,2022,6602,6.749706228
625,1,2022,4351,7.256653992
626,1,2022,586,7.04109589
627,1,2022,1077,7.229007634
628,1,2022,804,7.101010101
629,1,2022,3518,7.160092807
630,1,2022,961,6.626984127
631,1,2022,5510,7.011644833
632,1,2022,658,6.241758242
633,1,2022,2017,6.898039216
634,1,2022,5135,7.129952456
635,1,2022,739,6.551020408
636,1,2022,2918,6.967213115
637,1,2022,2716,6.684659091
638,1,2022,490,6.671875
639,1,2022,1999,6.8125
640,1,2022,2728,6.841498559
641,1,2022,1796,6.911894273
642,1,2022,343,6.319148936
643,1,2022,521,6.054054054
644,1,2022,609,6.807692308
645,1,2022,1592,6.799019608
646,1,2022,1410,6.915730337
647,1,2022,917,6.570247934
648,1,2022,804,6.692307692
649,1,2022,5554,6.471063257
650,1,2022,2685,6.856304985
651,1,2022,517,6.47826087
652,1,2022,619,6.948717949
653,1,2022,510,6.285714286
654,1,2022,2682,4.918141593
655,1,2022,718,6.793478261
656,1,2022,10395,6.727881041
657,1,2022,1782,6.705627706
658,1,2022,2746,6.885057471
659,1,2022,4703,7.287477954
660,1,2022,2548,6.358381503
661,1,2022,881,7.54368932
662,1,2022,582,6.172839506
663,1,2022,659,6
664,1,2022,201,7.416666667
665,1,2022,1375,6.55801105
666,1,2022,597,7.408450704
667,1,2022,2102,7.151162791
668,1,2022,1399,7.910828025
669,1,2022,391,5.964285714
670,1,2022,2641,6.555873926
671,1,2022,563,6.52
672,1,2022,670,6.882352941
673,1,2022,3915,7.251054852
674,1,2022,782,7.242105263
675,1,2022,1139,6.916666667
676,1,2022,1261,6.283236994
677,1,2022,1953,6.691699605
678,1,2022,698,6.766666667
679,1,2022,950,6.189393939
680,1,2022,1423,7.89375
681,1,2022,487,5.708333333
682,1,2022,691,5.96969697
683,1,2022,1038,6.639705882
684,1,2022,1091,6.608391608
685,1,2022,1932,7.113445378
686,1,2022,1961,6.634241245
687,1,2022,1754,6.427966102
688,1,2022,751,6.595959596
689,1,2022,308,5.717391304
690,1,2022,1381,6.852272727
691,1,2022,527,6.652173913
692,1,2022,812,6.315315315
693,1,2022,816,6.902912621
694,1,2022,4405,6.971014493
695,1,2022,4196,6.504472272
696,1,2022,2642,6.252747253
697,1,2022,2325,6.331230284
698,1,2022,232,6.766666667
699,1,2022,515,6.818181818
700,1,2022,760,6.460784314
701,1,2022,546,6.479452055
702,1,2022,655,6.903614458
703,1,2022,821,7.049019608
704,1,2022,516,7.206349206
705,1,2022,3151,6.645631068
706,1,2022,2493,6.557575758
707,1,2022,2011,6.530075188
708,1,2022,2944,6.924528302
709,1,2022,619,7.378378378
710,1,2022,3408,6.258547009
711,1,2022,602,6.5
712,1,2022,1652,5.953586498
713,1,2022,2778,5.197309417
714,1,2022,2684,5.930232558
715,1,2022,4875,7.11
716,1,2022,1239,6.73125
717,1,2022,2257,6.414473684
718,1,2022,934,5.955223881
719,1,2022,640,7.434210526
720,1,2022,2347,6.836120401
721,1,2022,1633,7.201005025
722,1,2022,1267,7.070063694
723,1,2022,5832,7.240793201
724,1,2022,534,6.985074627
725,1,2022,655,6.627906977
726,1,2022,1916,6.674698795
727,1,2022,1195,6.382716049
728,1,2022,1936,6.709163347
729,1,2022,734,7.448275862
730,1,2022,639,7.506666667
731,1,2022,3035,7
732,1,2022,1752,6.556034483
733,1,2022,1395,6.679558011
734,1,2022,4481,6.908127208
735,1,2022,1093,6.238410596
736,1,2022,6232,6.68974042
737,1,2022,2829,6.858333333
738,1,2022,3843,7.1507431
739,1,2022,4494,6.751295337
740,1,2022,933,6.240310078
741,1,2022,1299,7.227848101
742,1,2022,956,6.717741935
743,1,2022,717,6.099009901
744,1,2022,2284,6.591362126
745,1,2022,2173,6.912408759
746,1,2022,2056,6.438405797
747,1,2022,1373,6.427027027
748,1,2022,1855,6.451612903
749,1,2022,5172,6.749249249
750,1,2022,1781,7.132420091
751,1,2022,3040,5.995391705
752,1,2022,1663,7.177339901
753,1,2022,4733,6.639158576
754,1,2022,446,6.706896552
755,1,2022,1735,7.341346154
756,1,2022,2555,6.756097561
757,1,2022,3638,7.221719457
758,1,2022,6080,28.50970874
759,1,2022,1940,7.259574468
760,1,2022,1176,6.633986928
761,1,2022,3909,6.568093385
762,1,2022,1134,7.798449612
763,1,2022,440,7
764,1,2022,1297,6.523255814
765,1,2022,4790,7.506216696
766,1,2022,3460,6.518518519
767,1,2022,4715,7.599634369
768,1,2022,1866,6.011278195
769,1,2022,1603,6.614285714
770,1,2022,1477,6.492385787
771,1,2022,2064,7.322580645
772,1,2022,687,7.082352941
773,1,2022,7011,6.931972789
774,1,2022,2633,6.566091954
775,1,2022,890,7.018018018
777,1,2022,1415,7.263157895
778,1,2022,1650,6.564220183
779,1,2022,4620,7.232142857
780,1,2022,5621,6.963068182
781,1,2022,2877,6.654255319
782,1,2022,1405,6.988636364
783,1,2022,3249,6.866828087
784,1,2022,970,6.511627907
785,1,2022,970,6.348484848
786,1,2022,1952,6.768924303
787,1,2022,344,6.145833333
788,1,2022,4566,6.651006711
789,1,2022,718,6.868131868
790,1,2022,9306,6.621510673
791,1,2022,1671,6.356828194
792,1,2022,2484,5.81043956
793,1,2022,706,6.580645161
794,1,2022,2529,6.921630094
795,1,2022,2584,6.273239437
796,1,2022,2189,6.460750853
797,1,2022,4454,5.212885154
798,1,2022,2104,8.143478261
799,1,2021,1121,6.219354839
800,1,2021,1662,6.401785714
801,1,2021,4010,4.950598802
802,1,2022,1625,7.044554455
803,1,2022,2529,6.348837209
804,1,2022,3190,6.571428571
805,1,2022,788,6.163636364
806,1,2022,1933,6.958847737
807,1,2022,2660,6.913173653
808,1,2021,739,6.956989247
809,1,2021,2429,5.852691218
810,1,2021,3477,7.097902098
811,1,2021,276,7.117647059
812,1,2021,643,6.901234568
813,1,2021,2200,6.787234043
814,1,2021,1290,6.212290503
815,1,2021,553,6.694444444
816,1,2021,1706,6.632286996
817,1,2021,1973,7.186721992
818,1,2021,1999,7.338912134
819,1,2021,726,6.621052632
820,1,2021,5472,6.719943423
821,1,2021,2042,7.059288538
822,1,2021,1930,7.217021277
823,1,2021,4136,6.166666667
824,1,2021,3530,7.274647887
825,1,2021,1371,6.440217391
826,1,2021,1873,6.683127572
827,1,2021,2276,7.103202847
828,1,2021,7653,7.10403397
829,1,2021,606,6.49382716
830,1,2021,2463,7.522491349
831,1,2021,2044,6.734848485
832,1,2021,2237,6.953571429
833,1,2021,3039,6.521091811
834,1,2021,1425,6.620320856
835,1,2021,1762,6.044
836,1,2021,694,7.069767442
837,1,2021,2515,6.946202532
838,1,2021,1995,6.614503817
839,1,2021,1430,6.777173913
840,1,2021,2042,6.93385214
841,1,2021,7513,6.548289738
842,1,2021,1108,6.85106383
843,1,2021,2465,6.387387387
844,1,2021,1619,6.178571429
845,1,2021,3497,7.057736721
846,1,2021,860,6.513274336
847,1,2021,4070,6.949119374
848,1,2021,1166,6.147239264
849,1,2021,1481,6.569230769
850,1,2021,1455,6.744680851
851,1,2021,3393,7.071428571
852,1,2021,686,7.178571429
853,1,2021,1414,6.310880829
854,1,2021,18803,6.240077071
855,1,2021,478,5.828571429
856,1,2021,1794,7.334883721
857,1,2021,274,6.405405405
858,1,2021,1830,6.806866953
859,1,2021,2205,7.058608059
860,1,2021,1939,7.216101695
861,1,2021,525,6.579710145
862,1,2021,1536,7.089473684
863,1,2021,1517,7.155913978
864,1,2021,1048,6.594202899
865,1,2021,4910,6.882447665
866,1,2021,3406,5.596491228
867,1,2021,1653,7.063414634
868,1,2021,470,6.580645161
869,1,2021,1303,6.698224852
870,1,2021,863,6.260504202
871,1,2021,2001,6.7
872,1,2021,1473,7.411428571
873,1,2021,7776,7.107628004
874,1,2021,870,6.758928571
875,1,2021,1627,6.936585366
876,1,2021,799,6.737864078
877,1,2021,773,6.514563107
878,1,2021,832,6.111111111
879,1,2021,2227,6.79020979
880,1,2021,1594,7.412698413
881,1,2021,1169,6.905405405
882,1,2021,909,6.322580645
883,1,2021,1393,6.478494624
884,1,2021,1251,6.542168675
885,1,2021,2341,6.803333333
886,1,2021,3174,6.475177305
887,1,2021,1256,6.370588235
888,1,2021,641,7.230769231
